KO	EC	Pathway	Brite	KO_Name
K03258		ko05205;ko04151;ko04150	ko03019;ko03012	EIF4B; translation initiation factor 4B
K03257			ko03012;ko03019;ko04147	EIF4A; translation initiation factor 4A
K04788		ko01053	ko01008	mbtB; mycobactin phenyloxazoline synthetase
K03255			ko03012	TIF31, CLU1; protein TIF31
K03254			ko03012	EIF3A; translation initiation factor 3 subunit A
K03253			ko03012;ko03019	EIF3B; translation initiation factor 3 subunit B
K03252			ko03012	EIF3C; translation initiation factor 3 subunit C
K03251			ko03012	EIF3D; translation initiation factor 3 subunit D
K03250		ko05160	ko03012;ko04147;ko03051	EIF3E, INT6; translation initiation factor 3 subunit E
K04040	2.5.1.62;2.5.1.133	ko00860	ko01006	chlG, bchG; chlorophyll/bacteriochlorophyll a synthase
K04782	4.2.99.21	ko01053		pchB; isochorismate pyruvate lyase
K04783	6.3.2.-	ko01053	ko01008	irp5, ybtE; yersiniabactin salicyl-AMP ligase
K06751		ko04650;ko05165;ko05416;ko04940;ko05166;ko04144;ko04145;ko05332;ko05320;ko05167;ko04218;ko05330;ko05170;ko04514;ko05163;ko05169;ko05168;ko04612;ko05203	ko04147;ko00537	MHC1; MHC class I antigen
K06750			ko04091	SIGLEC11; sialic acid binding Ig-like lectin 11
K06753		ko04360	ko04515	ROBO1; roundabout, axon guidance receptor 1
K06752		ko04940;ko05323;ko05322;ko05321;ko05140;ko05145;ko04658;ko04145;ko05416;ko05330;ko05310;ko05166;ko05332;ko04612;ko05320;ko05150;ko05152;ko04640;ko05164;ko04514;ko04672;ko04659;ko05169;ko05168	ko04147	MHC2; MHC class II antigen
K06755		ko04360	ko04515	ROBO3; roundabout, axon guidance receptor 3
K06754		ko04360;ko04361	ko04515;ko04147	ROBO2; roundabout, axon guidance receptor 2
K06757		ko04514		NFASC; neurofascin
K06756		ko04514		NRCAM; neuronal cell adhesion molecule
K06759		ko04514	ko04515;ko00537	CNTN1; contactin 1
K06758			ko04515	CHL1; L1 cell adhesion molecule like protein
K09929				K09929; uncharacterized protein
K09928				K09928; uncharacterized protein
K21446				TENA; tenellin biosynthesis cytochrome P450 monooxygenase
K11595			ko03036	CHP1; chromo domain-containing protein 1
K00759	2.4.2.7	ko00230	ko04147	APRT, apt; adenine phosphoribosyltransferase
K00758	2.4.2.4	ko00240;ko05219;ko00983		deoA, TYMP; thymidine phosphorylase
K00753	2.4.1.214	ko00513	ko01003	E2.4.1.214; glycoprotein 3-alpha-L-fucosyltransferase
K21442			ko04131	ANKRD54; ankyrin repeat domain-containing protein 54
K00750	2.4.1.186	ko00500	ko01003	GYG1, GYG2; glycogenin
K00757	2.4.2.3	ko00240;ko00983		udp, UPP; uridine phosphorylase
K00756	2.4.2.2	ko00240		pdp; pyrimidine-nucleoside phosphorylase
K21443			ko03036	PSRC1; proline/serine-rich coiled-coil protein 1
K11591			ko03036	MBD3; methyl-CpG-binding domain protein 3
K11590			ko03036	MBD2; methyl-CpG-binding domain protein 2
K21448				AFVE; aflavarin biosynthesis cytochrome P450 monooxygenase
K21449			ko02000	ata, sadA, emaA; trimeric autotransporter adhesin
K07408	1.14.14.1	ko00980;ko00140;ko05417;ko04913;ko00830;ko05208;ko05204;ko05207;ko00380	ko00199	CYP1A1; cytochrome P450 family 1 subfamily A1
K07409	1.14.14.1	ko00980;ko00982;ko00140;ko00591;ko00830;ko00232;ko05204;ko05208;ko05207;ko00380	ko00199	CYP1A2; cytochrome P450 family 1 subfamily A2
K07406	3.2.1.22	ko00603;ko00600;ko00052;ko00561		melA; alpha-galactosidase
K07407	3.2.1.22	ko00603;ko00600;ko00052;ko00561		E3.2.1.22B, galA, rafA; alpha-galactosidase
K07404	3.1.1.31	ko00030		pgl; 6-phosphogluconolactonase
K07405	3.2.1.1	ko00500		E3.2.1.1A; alpha-amylase
K07402				xdhC; xanthine dehydrogenase accessory factor
K07403				nfeD; membrane-bound serine protease (ClpP class)
K07400				nfuA; Fe/S biogenesis protein NfuA
K07401				K07401; selenoprotein W-related protein
K17180			ko03100;ko04147	MIR650; microRNA 650
K01808	5.3.1.6	ko00030;ko00710;ko00051		rpiB; ribose 5-phosphate isomerase B
K01809	5.3.1.8	ko00520;ko00541;ko00051		manA, MPI; mannose-6-phosphate isomerase
K01800	5.2.1.2	ko00643;ko00350		maiA, GSTZ1; maleylacetoacetate isomerase
K01801	5.2.1.4	ko00350		nagL; maleylpyruvate isomerase
K01802	5.2.1.8			E5.2.1.8; peptidylprolyl isomerase
K01803	5.3.1.1	ko00010;ko00562;ko00710;ko00051	ko04147	TPI, tpiA; triosephosphate isomerase (TIM)
K01804	5.3.1.4	ko00040		araA; L-arabinose isomerase
K01805	5.3.1.5	ko00040;ko00051		xylA; xylose isomerase
K01807	5.3.1.6	ko00030;ko00710		rpiA; ribose 5-phosphate isomerase A
K22252	1.1.1.135	ko00520;ko00541;ko00051		tld; GDP-6-deoxy-D-talose 4-dehydrogenase
K22253	3.2.1.60			mta; glucan 1,4-alpha-maltotetraohydrolase
K22250	3.1.1.76			phaZ; poly(3-hydroxyoctanoate) depolymerase
K22251	1.1.1.6	ko00561		golD; glycerol dehydrogenase
K22256			ko04131	SIAH3; seven in absentia homolog 3
K22257			ko04131	SPATA18; mitochondria-eating protein
K22254			ko03051	UBQLNL; ubiquilin-like protein
K22255			ko04131	ATPIF1; ATPase inhibitor, mitochondrial
K22258			ko04131	ATG36; autophagy-related protein 36
K22259			ko04131	ATG30; autophagy-related protein 30
K02863		ko03010	ko03011	RP-L1, MRPL1, rplA; large subunit ribosomal protein L1
K02862				ctaG; putative membrane protein
K02861	2.7.11.1	ko04668;ko05132;ko05130;ko05131;ko04621;ko05170;ko04936;ko05160;ko05163;ko04064;ko04210;ko04620;ko04623;ko04622;ko05169;ko04217	ko01001	RIPK1, RIP1; receptor-interacting serine/threonine-protein kinase 1
K02860			ko03009	rimM; 16S rRNA processing protein RimM
K02867		ko03010	ko03011	RP-L11, MRPL11, rplK; large subunit ribosomal protein L11
K02866		ko05171;ko03010	ko03011	RP-L10e, RPL10; large subunit ribosomal protein L10e
K02865		ko05171;ko03010	ko03011	RP-L10Ae, RPL10A; large subunit ribosomal protein L10Ae
K02864		ko03010	ko03011	RP-L10, MRPL10, rplJ; large subunit ribosomal protein L10
K02869		ko03010	ko03011	RP-L12, rpl12; large subunit ribosomal protein L12
K02868		ko05171;ko03010	ko03011	RP-L11e, RPL11; large subunit ribosomal protein L11e
K24948			ko02000	yknZ, yvrN; antimicrobial peptide resistance transport system permease protein
K24949	7.6.2.-		ko02000	yknY, yvrO; antimicrobial peptide resistance transport system ATP-binding protein
K24944			ko04990	TTC41; tetratricopeptide repeat protein 41
K24945			ko04990	ZC3H7; zinc finger CCCH domain-containing protein 7
K24946			ko04990	TTC32; tetratricopeptide repeat protein 32
K24947			ko04990	TTC34; tetratricopeptide repeat protein 34
K24940			ko03041	CWF19L2; CWF19-like protein 2
K24941			ko03037	TTC36, HBP21; tetratricopeptide repeat protein 36
K24942			ko04990	TTC38; tetratricopeptide repeat protein 38
K24943			ko04990	TTC39; tetratricopeptide repeat protein 39
K16747			ko03037	BBS2; Bardet-Biedl syndrome 2 protein
K16746			ko03037	BBS1; Bardet-Biedl syndrome 1 protein
K16745			ko03037	B9D2; B9 domain-containing protein 2
K16744			ko03037	B9D1; B9 domain-containing protein 1
K16743			ko03036	ASPM, ASP; abnormal spindle-like microcephaly-associated protein
K16742			ko03037;ko03036	ARL2BP, BART; ADP-ribosylation factor-like protein 2-binding protein
K16741			ko03037;ko03036	ALMS1; alstrom syndrome protein 1
K16740			ko03037	AHI1; jouberin
K16749			ko03037	BBS7; Bardet-Biedl syndrome 7 protein
K16748			ko03037	BBS5; Bardet-Biedl syndrome 5 protein
K18589	1.5.1.3	ko00790;ko00670	ko01504	dfrA1, dhfr; dihydrofolate reductase (trimethoprim resistance protein)
K18588				COQ10; coenzyme Q-binding protein COQ10
K18583	2.3.1.226	ko00332		thnE; carboxymethylproline synthase
K18582	6.3.3.6	ko00332		thnM; carbapenam-3-carboxylate synthase
K18581	3.2.1.180			ugl; unsaturated chondroitin disaccharide hydrolase
K18580	3.2.1.171			RHGA; rhamnogalacturonan hydrolase
K18587				COQ9; ubiquinone biosynthesis protein COQ9
K18586				COQ4; ubiquinone biosynthesis protein COQ4
K18585			ko04812	IF; intermediate filament protein if
K18584		ko05135;ko05100;ko04144;ko04666;ko05132;ko04810;ko05131;ko05130;ko04530;ko04138	ko04147;ko04812;ko04131	ACTR3, ARP3; actin-related protein 3
K21231	1.3.7.13	ko00860		bciB; 3,8-divinyl protochlorophyllide a 8-vinyl-reductase (ferredoxin)
K21230	2.4.1.-	ko01059	ko01008	kedS10; glycosyltransferase
K21233			ko03200	AN; Alphabaculovirus alkaline nuclease
K21232		ko04122		MOCS2A, CNXG; molybdopterin synthase sulfur carrier subunit
K21235			ko03200	BR1, BV1; Begomovirus nuclear shuttle protein
K21234			ko03200	BC1; Begomovirus movement protein BC1
K21237	2.7.7.7		ko03200	gp2; Podoviridae DNA polymerase
K21236	1.14.11.4;2.4.1.-		ko03200	L230; Mimivirus procollagen lysyl hydroxylase and glycosyltransferase
K21239	2.7.7.6		ko03200	gp50; Escherichia phage virion DNA-directed RNA polymerase
K21238	2.7.7.7	ko03240	ko03200	Gp5; Escherichia phage DNA-directed DNA polymerase
K06416				spoVS; stage V sporulation protein S
K06417				spoVID; stage VI sporulation protein D
K06414				spoVM; stage V sporulation protein M
K06415				spoVR; stage V sporulation protein R
K10378			ko04812	BFSP1; filensin
K10379			ko04812	BFSP2; phakinin
K06410				spoVFA; dipicolinate synthase subunit A
K06411				spoVFB; dipicolinate synthase subunit B
K10374		ko04261;ko04260;ko05410;ko05414	ko04812	TPM2; tropomyosin 2
K10375		ko04261;ko04260;ko05410;ko05414	ko04812	TPM4; tropomyosin 4
K10376			ko04812	DMN; desmuslin
K10377			ko04812	SYNC1; syncoilin 1
K10370			ko04812	TMOD; tropomodulin
K10371			ko04812	TNNI1; troponin I, slow skeletal muscle
K10372			ko04812	TNNT1; troponin T, slow skeletal muscle
K10373		ko05414;ko05410;ko04261;ko04260;ko05206	ko04147;ko04812	TPM1; tropomyosin 1
K17748	2.3.3.-	ko00400		hphA; benzylmalate synthase
K08528		ko05226;ko05222;ko05223;ko05200	ko03310;ko03000	RARB, NR1B2; retinoic acid receptor beta
K08529			ko03000;ko03310	RARG, NR1B3; retinoic acid receptor gamma
K08524		ko05226;ko04919;ko05222;ko05223;ko04976;ko04659;ko05417;ko03320;ko04151;ko04920;ko05160;ko04932;ko05216;ko04928;ko05207;ko05200;ko05202	ko03310;ko03000	RXRA, NR2B1; retinoid X receptor alpha
K08525		ko05226;ko04919;ko05222;ko05223;ko04659;ko05417;ko03320;ko04920;ko05216;ko04928;ko05207;ko05200;ko05202	ko03310;ko03000	RXRB, NR2B2; retinoid X receptor beta
K08526		ko05226;ko04919;ko05222;ko05223;ko04659;ko05417;ko03320;ko04920;ko05216;ko04928;ko05207;ko05200;ko05202	ko03310;ko03000	RXRG, NR2B3; retinoid X receptor gamma
K08527		ko05221;ko04659;ko04915;ko05200;ko05202	ko03310;ko03000	RARA, NR1B1; retinoic acid receptor alpha
K08520			ko04131	SEC22A_C; SEC22 vesicle trafficking protein A/C
K08521		ko04913;ko04912;ko04024;ko04917;ko04080;ko04929		LHB; lutropin subunit beta
K08522		ko04918;ko04923;ko04913;ko04912;ko04024;ko04917;ko04080;ko05320;ko04929		CGA; glycoprotein hormones alpha chain
K08523		ko05120;ko04912;ko01522;ko04915;ko05171;ko04012;ko05219;ko05205;ko04928	ko00536	HBEGF; heparin-binding EGF-like growth factor
K02069			ko02000	STAR2, fetB; UDP-glucose/iron transport system permease protein
K02068			ko02000	STAR1, fetA; UDP-glucose/iron transport system ATP-binding protein
K19380		ko03230;ko03240;ko05162	ko03200	N; Morbillivirus nucleoprotein
K19381		ko03230;ko05162	ko03200	M; Morbillivirus matrix protein
K19351	3.4.24.-		ko01002	mpl; zinc metalloproteinase
K19350		ko02010	ko01504;ko02000	lsa; lincosamide and streptogramin A transport system ATP-binding/permease protein
K19353	2.7.8.-	ko00540	ko01005	eptC; heptose-I-phosphate ethanolaminephosphotransferase
K19352			ko03037	CC2D2A; coiled-coil and C2 domain-containing protein 2A
K19355	3.2.1.78	ko00051		MAN; mannan endo-1,4-beta-mannosidase
K19354	2.4.1.-	ko00540	ko01005	waaH; heptose III glucuronosyltransferase
K19357	3.2.1.4	ko00500		CELB; cellulase
K08006	3.4.24.-		ko01002	MMP28; matrix metalloproteinase-28 (epilysin)
K19358		ko03230	ko03200	HCVgp1; HCV polyprotein
K02067		ko02010	ko02000	mlaD, linM; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein
K02066		ko02010	ko02000	mlaE, linK; phospholipid/cholesterol/gamma-HCH transport system permease protein
K08001	3.4.24.-		ko01002	MMP23; matrix metalloproteinase-23 (CA-MMP)
K08000	3.4.24.-		ko01002	MMP21; matrix metalloproteinase-21
K21909	5.1.3.38			eryC; D-erythrulose 1-phosphate 3-epimerase
K21908				hdeD; membrane protein HdeD
K21907			ko03000	gadE; LuxR family transcriptional regulator, glutamate-dependent acid resistance regulator
K21906			ko03000	gadW; AraC family transcriptional regulator, glutamate-dependent acid resistance regulator
K21905			ko03000	gadX; AraC family transcriptional regulator, glutamate-dependent acid resistance regulator
K21904				smtA; metallothionein
K21903			ko03000	cadC, smtB; ArsR family transcriptional regulator, lead/cadmium/zinc/bismuth-responsive transcriptional repressor
K21902			ko03000	yfmP; MerR family transcriptional regulator, repressor of the yfmOP operon
K21901			ko03000	dctR; LuxR family transcriptional regulator, dicarboxylate transport regulator
K21900			ko03000	cysL; LysR family transcriptional regulator, transcriptional activator of the cysJI operon
K19975		ko02010	ko02000	mntC; manganese transport system substrate-binding protein
K19974	5.1.3.35	ko00525		acbO; 2-epi-5-epi-valiolone 7-phosphate 2-epimerase
K19977	2.4.2.31			ART5; ADP-ribosyltransferase 5
K19976		ko02010	ko02000	mntB; manganese transport system permease protein
K19971		ko02010	ko02000	psaA, scaA, sloC; manganese/zinc transport system substrate-binding protein
K19970	3.1.3.5	ko00240;ko00760;ko00230	ko00537;ko04090	NT5E, CD73; 5'-nucleotidase
K19973	7.2.2.5	ko02010	ko02000	mntA; manganese transport system ATP-binding protein
K19972		ko02010	ko02000	psaC, scaB, sloB; manganese/zinc transport system permease protein
K19979	2.7.1.188	ko00525		acbM; 2-epi-5-epi-valiolone 7-kinase
K19978	2.7.1.187	ko00525		acbK; acarbose 7IV-phosphotransferase
K13058	2.4.1.246			mfpsA; mannosylfructose-phosphate synthase
K13059	2.7.1.162			nahK, lnpB; N-acetylhexosamine 1-kinase
K18008	1.12.2.1			hydA; [NiFe] hydrogenase small subunit
K18009	1.1.1.-;1.1.1.76;1.1.1.304	ko00650		budC; meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase
K13054		ko04114	ko03036	REC8L; meiotic recombination protein REC8, animal type
K13055		ko04114	ko03036	STAG3; cohesin complex subunit SA-3
K13056		ko04114		C3H-4; CCCH zinc finger protein C3H-4
K13057	2.4.1.245	ko00500		treT; trehalose synthase
K18002	2.3.1.230	ko02025;ko02024;ko00405		pqsC; 2-heptyl-4(1H)-quinolone synthase subunit PqsC
K13051	3.4.19.5;3.5.1.1	ko00250;ko00460	ko01002	ASRGL1, iaaA; L-asparaginase / beta-aspartyl-peptidase
K18000	6.2.1.32	ko02025;ko02024;ko00405		pqsA; anthranilate-CoA ligase
K18001	2.3.1.230	ko02025;ko02024;ko00405		pqsB; 2-heptyl-4(1H)-quinolone synthase subunit PqsB
K04608		ko04724;ko04080;ko04072	ko01009;ko04030	GRM6; metabotropic glutamate receptor 6
K15690			ko03000;ko04121	RC3H; RING finger and CCCH-type zinc finger domain-containing protein
K15691	2.3.2.27		ko04121	RFWD3; E3 ubiquitin-protein ligase RFWD3
K23219			ko03036	MBD5; methyl-CpG-binding domain protein 5
K23218			ko03036	ZMYND11, BS69; zinc finger MYND domain-containing protein 11
K23211			ko03000;ko03036	THAP11; THAP domain-containing protein 11
K23210			ko03000;ko03036	THAP10; THAP domain-containing protein 10
K23213			ko03036	SIN3B; paired amphipathic helix protein Sin3b
K23212		ko05168	ko03200	UL46; Simplexvirus tegument protein VP11/12
K23215			ko03036	BCOR; bcl-6 corepressor
K23214			ko03036	AUTS2; autism susceptibility gene 2 protein
K23217			ko03036	SETBP1; SET-binding protein
K23216			ko03036	SETD5; SET domain-containing protein 5
K04731	2.7.11.1	ko05152;ko04722	ko01001	IRAK2; interleukin-1 receptor-associated kinase 2
K15699			ko04121	RNF122; RING finger protein 122
K13948	1.3.1.74;1.3.1.48	ko00590		PTGR1, LTB4DH; prostaglandin reductase 1
K13949	1.3.1.48	ko00590		PTGR2, ZADH1; prostaglandin reductase 2
K13942	1.12.98.2	ko00680		hmd; 5,10-methenyltetrahydromethanopterin hydrogenase
K13943			ko03000	CBT; cabut
K13940	4.1.2.25;2.7.6.3	ko00790		sulD; dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
K13941	2.7.6.3;2.5.1.15	ko00790		folKP; 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase
K13946		ko04075		AUX1, LAX; auxin influx carrier (AUX1 LAX family)
K13947			ko02000	PIN; auxin efflux carrier family protein
K13944			ko03000	LBD16; LOB domain-containing protein 16
K13945			ko03000	LBD29; LOB domain-containing protein 29
K12097		ko05120	ko02044	cag12; cag pathogenicity island protein 12
K12096		ko05120	ko02044	cag11; cag pathogenicity island protein 11
K12095		ko05120	ko02044	cag10; cag pathogenicity island protein 10
K12094		ko05120	ko02044	cag9; cag pathogenicity island protein 9
K12093		ko05120	ko02044	cag8; cag pathogenicity island protein 8
K12092		ko05120	ko02044	cag7; cag pathogenicity island protein 7
K12091		ko05120	ko02044	cag6; cag pathogenicity island protein 6
K12090		ko05120	ko02044	cag5; cag pathogenicity island protein 5
K12099		ko05120	ko02044	cag14; cag pathogenicity island protein 14
K12098		ko05120	ko02044	cag13; cag pathogenicity island protein 13
K11544			ko03036	DSN1; kinetochore-associated protein DSN1
K11545			ko03036	NSL1, MIS14, DC8; kinetochore-associated protein NSL1
K11546			ko03036	PMF1; polyamine-modulated factor 1
K11547			ko03036	NDC80, HEC1, TID3; kinetochore protein NDC80
K11540	2.1.3.2;6.3.5.5;3.5.2.3	ko00250;ko00240	ko01002	CAD; carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase
K11541	2.1.3.2;6.3.5.5	ko00250;ko00240		URA2; carbamoyl-phosphate synthase / aspartate carbamoyltransferase
K11542			ko03036;ko01009	CASC5, KNL1; protein CASC5
K11543			ko03036	MIS12; kinetochore-associated protein MIS12
K11548			ko03036	NUF2, CDCA1; kinetochore protein Nuf2
K11549			ko03036	SPBC24, SPC24; kinetochore protein Spc24, animal type
K10635	2.3.2.27		ko04121	RNF111; E3 ubiquitin-protein ligase Arkadia
K10634	2.3.2.27		ko04121	PJA2; E3 ubiquitin-protein ligase Praja2
K10637	2.3.2.27	ko04979	ko04121;ko04131	MYLIP, MIR; E3 ubiquitin-protein ligase MYLIP
K10636	2.3.2.36	ko04141	ko04121	AMFR, GP78; E3 ubiquitin-protein ligase AMFR
K10631	2.3.2.27		ko03036;ko04121;ko03037	TOPORS; E3 ubiquitin-protein ligase Topors
K10630	2.3.2.31	ko04621;ko05131;ko04217	ko04121	RBCK1, HOIL1; RanBP-type and C3HC4-type zinc finger-containing protein 1
K10633	2.3.2.27		ko04121	PJA1; E3 ubiquitin-protein ligase Praja1
K10632	2.3.2.27	ko04014	ko04121	BRAP; BRCA1-associated protein
K10639	2.3.2.27		ko04121	CCNB1IP1, HEI10; E3 ubiquitin-protein ligase CCNP1IP1
K10638	2.3.2.27		ko03036;ko04121	UHRF1, NP95; E3 ubiquitin-protein ligase UHRF1
K15049				ENDOD1; endonuclease domain-containing 1 protein
K15048	2.7.11.1		ko04147;ko01001;ko04131	KALRN; kalirin
K15045		ko05164;ko05160		RSAD2; radical S-adenosyl methionine domain-containing protein 2
K15044			ko03019;ko04131	AGFG1; Arf-GAP domain and FG repeats-containing protein 1
K15047		ko05164		HNRNPUL1, E1BAP5; heterogeneous nuclear ribonucleoprotein U-like protein 1
K15046			ko04121	IVNS1ABP, NS1BP; influenza virus NS1A-binding protein
K15041		ko05010;ko05012;ko05020;ko05022;ko05017;ko05016;ko04979;ko04022;ko04020;ko04218;ko05415;ko05166;ko05208;ko04621;ko05161;ko05203;ko04217;ko04216;ko04613	ko03029;ko04040	VDAC3; voltage-dependent anion channel protein 3
K15040		ko05010;ko05012;ko05020;ko05022;ko05017;ko05016;ko04979;ko04022;ko04020;ko04218;ko05415;ko05166;ko05208;ko04621;ko04217;ko04216;ko04613	ko03029;ko04040	VDAC2; voltage-dependent anion channel protein 2
K15043		ko03013;ko05164;ko05207	ko03036	KPNA2_7; importin subunit alpha-1/8
K15042		ko03013;ko05164;ko05207	ko03036	KPNA5_6; importin subunit alpha-6/7
K04766	2.3.1.-			acuA; acetoin utilization protein AcuA
K04767				acuB; acetoin utilization protein AcuB
K04764			ko03036;ko03400;ko03032	ihfA, himA; integration host factor subunit alpha
K04765	3.6.1.9	ko00240;ko00760;ko00230;ko00770		mazG; nucleoside triphosphate diphosphatase
K04762			ko03110	hslR; ribosome-associated heat shock protein Hsp15
K04763			ko03036	xerD; integrase/recombinase XerD
K04760			ko03021	greB; transcription elongation factor GreB
K04761		ko02026	ko03000	oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator
K04768				acuC; acetoin utilization protein AcuC
