target_id	1-T2A_S26_L005001.fastq_length	1-T2A_S26_L005001.fastq_eff_length	1-T2A_S26_L005001.fastq_est_counts	1-T2A_S26_L005001.fastq_tpm	2-T2B_S37_L005001.fastq_length	2-T2B_S37_L005001.fastq_eff_length	2-T2B_S37_L005001.fastq_est_counts	2-T2B_S37_L005001.fastq_tpm	3-T2C2_S40_L005001.fastq_length	3-T2C2_S40_L005001.fastq_eff_length	3-T2C2_S40_L005001.fastq_est_counts	3-T2C2_S40_L005001.fastq_tpm	7-T4A_S44_L005001.fastq_length	7-T4A_S44_L005001.fastq_eff_length	7-T4A_S44_L005001.fastq_est_counts	7-T4A_S44_L005001.fastq_tpm	8-T4B_S45_L005001.fastq_length	8-T4B_S45_L005001.fastq_eff_length	8-T4B_S45_L005001.fastq_est_counts	8-T4B_S45_L005001.fastq_tpm	9-T4C_S46_L005001.fastq_length	9-T4C_S46_L005001.fastq_eff_length	9-T4C_S46_L005001.fastq_est_counts	9-T4C_S46_L005001.fastq_tpm	13-T6A_S30_L005001.fastq_length	13-T6A_S30_L005001.fastq_eff_length	13-T6A_S30_L005001.fastq_est_counts	13-T6A_S30_L005001.fastq_tpm	14-T6B2_S31_L005001.fastq_length	14-T6B2_S31_L005001.fastq_eff_length	14-T6B2_S31_L005001.fastq_est_counts	14-T6B2_S31_L005001.fastq_tpm	15-T6C_S32_L005001.fastq_length	15-T6C_S32_L005001.fastq_eff_length	15-T6C_S32_L005001.fastq_est_counts	15-T6C_S32_L005001.fastq_tpm
k141_10250_27140_27952_-	810	539.404	12568	1249.49	810	528.193	2384	460.076	810	536.075	1208	359.212	810	599.37	1612	182.186	810	564.937	3712	361.59	810	566.267	4214	448.804	810	575.078	773	126.542	810	624.292	491	65.6425	810	635.846	363	58.3065
k141_10250_27964_28323_-	357	163.776	2644	865.752	357	173.876	450	263.808	357	180.448	225	198.766	357	183.69	620	228.64	357	180.694	821	250.039	357	178.562	1039	350.922	357	170.307	145	80.1524	357	183.153	109	49.6712	357	185.163	92	50.7453
k141_10250_28581_32802_+	4215	4395.85	498	6.0753	4215	4255.36	172	4.1201	4215	4138.68	57	2.19545	4215	4563.38	176	2.61259	4215	4498.96	186	2.27514	4215	4558.93	137	1.81235	4215	4501.42	48	1.00386	4215	4730.94	31	0.546897	4215	4865.53	15	0.314865
k141_10250_32925_34679_-	1752	2022.22	39	1.03423	1752	1973.26	20	1.03315	1752	1935.88	10	0.823438	1752	2029.35	126	4.2059	1752	2012.27	101	2.76213	1752	2051.78	135	3.96813	1752	2036.47	7	0.323594	1752	2054.63	5	0.203108	1752	2175.24	7	0.328665
k141_10250_35553_37489_+	1932	1428.86	1608	60.35	1932	1389.54	1469	107.762	1932	1377.58	537	62.1397	1932	1564.22	348	15.0705	1932	1510.2	861	31.3745	1932	1528.27	965	38.0812	1932	1484.17	19	1.20518	1932	1558.81	20	1.07085	1932	1625.77	3	0.188462
k141_10250_37726_38406_+	678	301.284	28	4.98384	678	291.692	27	9.43529	678	315.954	10	5.0453	678	355.266	123	23.4529	678	344.219	131	20.9433	678	337.395	88	15.7299	678	341.264	120	33.1034	678	358.632	104	24.2033	678	386.576	77	20.3431
k141_10250_38540_38992_+	450	208.52	999	256.921	450	207.865	369	180.95	450	220.262	149	107.834	450	234.653	1017	293.59	450	228.014	963	232.42	450	226.226	815	217.269	450	230.428	268	109.492	450	245.199	342	116.412	450	253.38	271	109.234
k141_10250_39010_39111_+	99	14.2611	35	131.612	99	11.6876	36	313.973	99	14.29	13	145.018	99	14.3386	81	382.668	99	16.7341	81	266.374	99	19.7056	61	186.691	99	17.5896	19	101.69	99	19.9847	24	100.232	99	20.1685	21	106.343
k141_10250_39144_41931_+	2775	2465.33	1356	29.4962	2775	2399.77	606	25.7406	2775	2375.18	217	14.5637	2775	2582.54	703	18.4397	2775	2528.49	954	20.7633	2775	2514.66	753	18.0592	2775	2489.7	236	8.92372	2775	2472.7	175	5.90687	2775	2570.63	116	4.60873
k141_10250_42016_42351_+	333	145.45	19	7.00522	333	154.413	15	9.90199	333	184.386	6	5.18719	333	219.662	16	4.93413	333	204.94	15	4.02785	333	193.754	3	0.933799	333	186.576	2	1.00915	333	203.933	2	0.81853	333	230.74	1	0.442628
k141_10250_42353_43387_+	1026	635.009	199	16.8056	1026	624.289	103	16.8177	1026	612.364	46	11.9745	1026	650.4	204	21.2469	1026	643.362	177	15.14	1026	651.049	134	12.4129	1026	645.463	19	2.77117	1026	649.417	22	2.82742	1026	672.895	5	0.758901
k141_10250_43428_45704_+	2274	1449.62	1946	71.9898	2274	1385.99	789	58.0272	2274	1368.96	288	33.536	2274	1523.95	986	43.8281	2274	1484.19	1427	52.9107	2274	1505.15	1215	48.6833	2274	1495.17	87	5.47787	2274	1552.98	88	4.72943	2274	1588.77	33	2.12137
k141_10250_5289_6362_+	1071	756.984	2631	186.387	1071	738.522	2194	302.823	1071	744.615	1542	330.113	1071	798.505	557	47.2523	1071	782.141	998	70.2189	1071	806	1010	75.5735	1071	767.287	85	10.429	1071	776.133	78	8.38784	1071	817.351	46	5.74794
k141_10250_596_2324_+	1722	1136.23	251	11.8465	1722	1094.6	74	6.89113	1722	1124.18	32	4.53757	1722	1409.34	123	5.91201	1722	1347.83	181	7.39014	1722	1381.5	192	8.38173	1722	1372.95	146	10.011	1722	1436.56	126	7.32044	1722	1538.86	104	6.90233
k141_10250_6394_8274_-	1878	2169.61	242	5.98157	1878	2148.48	180	8.53998	1878	2095.14	104	7.91281	1878	2251.79	97	2.91803	1878	2217.44	129	3.20145	1878	2226.81	92	2.49166	1878	2182.17	41	1.76879	1878	2206.38	23	0.87004	1878	2319.87	6	0.26415
k141_10250_8464_9102_+	636	479.623	119	13.3054	636	478.806	110	23.4179	636	469.352	32	10.8683	636	494.552	98	13.4233	636	493.132	109	12.1639	636	495.896	72	8.75639	636	482.35	44	8.5876	636	520.477	29	4.65037	636	540.398	16	3.02391
k141_10250_9252_9827_+	573	358.58	1536	229.714	573	213.892	537	255.915	573	239.046	173	115.365	573	256.547	515	135.984	573	251.208	664	145.46	573	251.15	574	137.836	573	232.846	187	75.6057	573	260.616	95	30.4238	573	271.477	59	22.1964
k141_10250_9858_10374_+	513	301.061	227	40.4346	513	312.836	73	23.786	513	210.227	34	25.781	513	222.202	61	18.5963	513	206.084	92	24.567	513	212.788	90	25.5081	513	222.637	30	12.6854	513	227.055	13	4.77864	513	234.921	13	5.65176
k141_1025_11157_11405_+	246	85.2115	0	0	246	89.7269	0	0	246	93.223	0	0	246	94.9969	0	0	246	95.3946	0	0	246	93.9288	0	0	246	87.4272	0	0	246	95.3728	0	0	246	96.4509	0	0
k141_1025_1364_3593_-	2220	2003.21	0	0	2220	2013.96	0	0	2220	2025.65	0	0	2220	2030.1	0	0	2220	2022.46	0	0	2220	2021.39	0	0	2220	2010.21	0	0	2220	2030.76	0	0	2220	2034.81	0	0
k141_1025_1_367_+	363	168.69	0	0	363	178.915	0	0	363	185.491	0	0	363	188.749	0	0	363	185.591	0	0	363	183.683	0	0	363	175.137	0	0	363	188.171	0	0	363	190.474	0	0
k141_1025_3729_3827_-	96	14.0493	0	0	96	11.2318	0	0	96	13.8565	0	0	96	14.0357	0	0	96	16.4813	0	0	96	18.8358	0	0	96	17.0604	0	0	96	19.1689	0	0	96	19.2654	0	0
k141_1025_3877_4006_+	126	20.9037	0	0	126	19.3232	0	0	126	21.5849	0	0	126	22.1751	0	0	126	24.1177	0	0	126	28.6993	0	0	126	24.5313	0	0	126	28.5325	0	0	126	28.6369	0	0
k141_1025_4052_6819_+	2757	2540.21	0	0	2757	2550.96	0	0	2757	2562.65	0	0	2757	2567.1	0	0	2757	2559.46	0	0	2757	2558.39	0	0	2757	2547.21	0	0	2757	2567.76	0	0	2757	2571.81	0	0
k141_1025_485_1348_-	861	644.229	0	0	861	655.058	0	0	861	666.691	0	0	861	671.175	0	0	861	663.517	0	0	861	662.461	0	0	861	651.279	0	0	861	671.87	0	0	861	675.807	0	0
k141_1025_6884_7846_+	960	743.207	0	0	960	753.962	0	0	960	765.655	0	0	960	770.103	0	0	960	762.463	0	0	960	761.391	0	0	960	750.212	0	0	960	770.815	0	0	960	774.807	0	0
k141_1025_7892_9852_+	1956	1739.21	0	0	1956	1749.96	0	0	1956	1761.65	0	0	1956	1766.1	0	0	1956	1758.46	0	0	1956	1757.39	0	0	1956	1746.21	0	0	1956	1766.76	0	0	1956	1770.81	0	0
k141_1025_9870_11138_+	1266	1049.21	0	0	1266	1059.96	0	0	1266	1071.65	0	0	1266	1076.1	0	0	1266	1068.46	0	0	1266	1067.39	0	0	1266	1056.21	0	0	1266	1076.76	0	0	1266	1080.81	0	0
k141_10285_1_1214_-	1209	1363.2	58.173	2.28846	1209	1324.45	170.917	13.1542	1209	1264.18	118.455	14.9366	1209	1401.22	26.146	1.26399	1209	1362.19	16.808	0.679027	1209	1367.47	4.09956	0.180802	1209	1320.75	108.005	7.69844	1209	1342.56	48.0804	2.98899	1209	1401	52.8094	3.84977
k141_1028_10008_10907_-	897	577.692	108	10.0256	897	559.142	164	29.8977	897	554.859	171	49.1274	897	600.934	115	12.9633	897	592.966	214	19.8606	897	593.663	197	20.0129	897	584.078	76	12.2497	897	586.174	72	10.2517	897	613.029	86	14.3278
k141_1028_11022_12320_-	1296	1226.6	300	13.116	1296	1210.53	539	45.3869	1296	1221.9	376	49.0528	1296	1297.77	139	7.25542	1296	1259.97	271	11.8363	1296	1283.65	297	13.9539	1296	1242.41	120	9.0928	1296	1298.65	63	4.04892	1296	1367.12	105	7.84411
k141_1028_12342_14408_-	2058	1947.25	355	9.77662	2058	1860.24	709	38.8501	2058	1849.7	460	39.6429	2058	2086.18	120	3.89651	2058	2030.74	371	10.0538	2058	2005.31	383	11.5186	2058	1980.62	120	5.70375	2058	1966.96	74	3.13999	2058	2057.57	101	5.01335
k141_1028_14567_14634_-	63	8.15116	0	0	63	9.27273	0	0	63	8.82927	0.00602089	0.108704	63	6.40625	0	0	63	8.71795	0	0	63	6.01762	0	0	63	6.096	0	0	63	6.40984	2.32351e-06	3.02544e-05	63	7.48	0	0
k141_1028_162_5814_-	5640	5059.89	346	3.66705	5640	4914.5	852	17.6716	5640	4814.75	465	15.3954	5640	5340.05	662	8.39766	5640	5211.59	1357	14.3291	5640	5244.33	1092	12.5579	5640	5215.78	880	15.8835	5640	5313.5	462	7.25693	5640	5445.87	602	11.2899
k141_1028_5832_7154_-	1311	774.481	231	15.995	1311	746.525	281	38.3687	1311	751.135	141	29.9234	1311	834.298	804	65.28	1311	816.769	1194	80.4477	1311	814.217	708	52.4416	1311	824.494	637	72.7334	1311	855.631	493	48.0897	1311	867.158	646	76.0846
k141_1028_7210_7995_-	783	501.661	1043	111.495	783	488.533	1879	392.056	783	467.084	1162	396.571	783	512.974	1764	232.942	783	500.432	2407	264.691	783	509.064	1664	197.135	783	486.539	690	133.51	783	521.841	719	114.996	783	523.244	937	182.893
k141_1028_8048_9987_-	1932	1653.65	569	18.4523	1932	1597.79	1446	92.2498	1932	1571.21	899	91.2085	1932	1665.8	459	18.6654	1932	1644.44	1393	46.6166	1932	1673.69	1215	43.7808	1932	1676.48	651	36.5565	1932	1695.91	247	12.1559	1932	1737.17	371	21.8119
k141_10302_1_1142_-	1140	962.633	60	3.34251	1140	932.384	110.246	12.0527	1140	919.606	98.1172	17.008	1140	967.18	33.0351	2.31374	1140	961.708	24.1081	1.37952	1140	983.642	15	0.919681	1140	977.619	58.2021	5.60468	1140	985.453	44	3.72656	1140	1013.55	43.0888	4.34191
k141_10303_1019_1829_+	804	587.27	0	0	804	301.374	1	0.338228	804	309.467	1	0.515105	804	334.304	2	0.405261	804	326.824	3	0.505145	804	333.226	1	0.180986	804	330.656	4	1.13885	804	337.228	12	2.96995	804	346.873	12	3.53324
k141_10303_1919_2420_-	495	283.988	3	0.566505	495	213.541	7	3.34143	495	224.106	4	2.84522	495	226.873	10	2.98582	495	222.694	14	3.45961	495	223.623	17	4.58475	495	214.713	27	11.8383	495	225.594	39	14.4287	495	234.388	52	22.6585
k141_10303_2751_2992_+	240	81.3119	1	0.659519	240	85.5734	1	1.19118	240	88.945	0	0	240	90.5453	2.06841	1.54745	240	91.0515	1.05846	0.639727	240	90.0749	1	0.669544	240	83.4151	8	9.02873	240	91.1406	5	4.57878	240	92.0515	9.13974	10.1406
k141_10303_455_892_+	435	229.556	0	0	435	241.457	0	0	435	249.304	0	0	435	250.067	1	0.270888	435	239.13	1	0.230131	435	231.361	1	0.260671	435	237.271	0	0	435	248.541	2	0.67162	435	255.577	0	0
k141_10303_92_397_+	303	123.537	0	0	303	130.86	0	0	303	135.806	0	0	303	138.712	0	0	303	137.74	0	0	303	135.484	0	0	303	127.685	0	0	303	138.243	0	0	303	139.738	0	0
k141_1030_1_301_+	297	119.227	66	29.6861	297	126.365	61	49.2059	297	131.107	68	82.6788	297	134.03	65	32.8518	297	133.127	188	77.7143	297	131.043	128	58.9088	297	123.194	56	42.7936	297	133.628	64	39.9738	297	135.079	74	55.951
k141_1030_308_1240_+	930	888.16	233	14.0685	930	857.571	300	35.6588	930	812.584	331	64.9337	930	868.523	220	17.1588	930	855.046	557	35.8488	930	873.379	430	29.6926	930	861.752	268	29.2775	930	871.17	184	17.6281	930	884.869	191	22.0453
k141_10325_1_2078_-	2073	2317.28	8	0.185137	2073	2253.95	6	0.271345	2073	2234.1	7	0.499465	2073	2468.72	7	0.192075	2073	2428.1	19	0.430621	2073	2469.89	19	0.463938	2073	2435.29	47	1.81689	2073	2459.65	49	1.6627	2073	2607.46	50	1.95846
k141_10325_2138_2877_+	738	486.576	1	0.110213	738	484.067	1	0.210576	738	491.079	2	0.649215	738	557.534	1	0.1215	738	530.76	2	0.207367	738	522.574	1	0.115408	738	511.262	8	1.47309	738	510.263	8	1.30854	738	547.565	7.81065	1.45685
k141_10327_1_1484_+	1482	1335.08	32	1.28536	1482	1285.69	42.9424	3.4046	1482	1276.57	94.0547	11.7448	1482	1395.37	54.9712	2.66865	1482	1356.2	75.0599	3.04575	1482	1358.09	76.1069	3.3797	1482	1330.33	61.5171	4.35329	1482	1361.51	45.5759	2.79387	1482	1399.16	59.3479	4.33213
k141_10342_1_1176_+	1173	1181.29	11.1602	0.506639	1173	1139.74	28.6316	2.56068	1173	1096.69	26.7587	3.88946	1173	1204.58	7.20228	0.405025	1173	1182.69	9.10664	0.423737	1173	1190.18	5.0927	0.258059	1173	1173.55	9.16523	0.735232	1173	1200.2	12.3148	0.856375	1173	1230.88	10.0435	0.833359
k141_10356_1_217_+	213	64.868	0	0	213	67.4396	0	0	213	70.3017	0	0	213	71.9345	0	0	213	72.5288	0	0	213	72.5712	0	0	213	66.3298	0	0	213	72.8994	0	0	213	73.5936	0	0
k141_10356_282_1867_+	1581	1364.21	0	0	1581	861.682	1	0.118296	1581	1386.65	0	0	1581	1391.1	0	0	1581	917.98	1	0.0599481	1581	1382.39	0	0	1581	954.188	1	0.0986614	1581	1391.76	0	0	1581	1395.81	0	0
k141_10358_197_447_-	243	83.3371	0	0	243	87.673	0	0	243	91.1666	0	0	243	92.7889	1	0.730045	243	93.2392	3.60656	2.12864	243	92.0034	2	1.31102	243	85.4303	0	0	243	93.2343	1	0.895191	243	94.2594	2	2.16705
k141_10358_2146_2216_-	66	8.28226	0	0	66	9.29032	0	0	66	8.66667	0	0	66	5.05298	0	0	66	7.46998	0	0	66	5.70283	0	0	66	4.68239	0	0	66	5.42468	0	0	66	6.17331	0	0
k141_10358_595_2091_+	1494	1373.58	5.13784	0.200589	1494	1324.75	5	0.384726	1494	1310.1	14.1709	1.72426	1494	1527.33	9	0.399168	1494	1486.21	14	0.51839	1494	1505.59	12	0.480681	1494	1503.41	3.07062	0.192278	1494	1562.28	4	0.213694	1494	1628.51	4	0.25086
k141_10361_141_1733_+	1590	1696.61	744.902	23.545	1590	1675.55	481.715	29.3055	1590	1645.33	241	23.3493	1590	1906.16	412.817	14.6705	1590	1856.94	573.21	16.9873	1590	1898.07	457	14.5207	1590	1848.39	447	22.7665	1590	1931.67	463.211	20.0142	1590	2041.69	322.007	16.1079
k141_10361_14274_14428_-	150	30.6004	0	0	150	29.817	0	0	150	32.1058	0	0	150	31.3988	1	2.15741	150	33.3539	0	0	150	117.774	1	0.512076	150	31.2756	0	0	150	35.0593	2	4.76122	150	117.727	2	1.73506
k141_10361_1787_6083_+	4293	3881.89	2131.83	29.4503	4293	3728.04	992.888	27.1478	4293	3631.97	479.184	21.0315	4293	4118.94	1566.25	25.7586	4293	4003.23	1692.08	23.2605	4293	4006.57	1439.57	21.6692	4293	3956.81	795.153	18.9185	4293	4011.02	844.258	17.5676	4293	4109.78	473.074	11.7564
k141_10361_1_139_+	135	24.2937	2.26966	5.01013	135	23.1361	2.71823	11.976	135	24.9426	1.80113	11.511	135	25.1	6.84804	18.4816	135	26.9525	15.9824	32.6325	135	31.1253	21.635	41.9206	135	26.1636	1.36231	4.90185	135	29.9595	13.3412	37.1666	135	30.4464	7.81176	26.2045
k141_10361_6168_14064_+	7887	4768.42	1200.99	13.5066	7887	4546.85	513	11.5006	7887	4493.91	209	7.41364	7887	5000.4	502	6.80056	7887	4898.84	645	7.2456	7887	5012.83	730	8.78261	7887	5114.36	241	4.43616	7887	5123.7	350	5.70132	7887	5271.04	179	3.46832
k141_10376_1745_2380_-	633	264.939	101	20.4436	633	253.157	288	115.963	633	243.904	206	134.635	633	288.274	462.709	108.73	633	277.09	1305.72	259.321	633	280.652	1256.71	270.053	633	296.644	69	21.8976	633	311.764	35	9.36987	633	307.803	17	5.64077
k141_10376_1_375_-	375	178.099	3	0.903321	375	188.982	8	4.31505	375	195.854	2	1.62783	375	198.946	11.8891	4.04818	375	195.685	20	5.62445	375	193.882	20.9667	6.52192	375	185.307	5	2.54015	375	198.728	2.49583	1.04821	375	201.009	3	1.5243
k141_10376_2476_3873_-	1395	764.938	49	3.4352	1395	720.521	78	11.0348	1395	698.29	96	21.9152	1395	800.656	446	37.7342	1395	767.568	617	44.2361	1395	773.502	473	36.8793	1395	773.161	31	3.77462	1395	795.473	41	4.3018	1395	786.28	19	2.46797
k141_10376_4365_5600_-	1233	810.923	17	1.12422	1233	778.644	24	3.14187	1233	768.865	44	9.12248	1233	823.541	167	13.7365	1233	813.272	261	17.6609	1233	824.6	288	21.0636	1233	838.424	136	15.2706	1233	858.778	59	5.73407	1233	866.277	68	8.01705
k141_10376_500_1741_-	1239	790.613	287	19.467	1239	753.04	605	81.8942	1239	736.807	587.696	127.148	1239	822.685	2182	179.666	1239	802.659	3955	271.159	1239	806.159	3495	261.463	1239	802.825	183	21.4591	1239	813.712	152	15.5907	1239	822.036	73	9.06974
k141_10376_5732_6982_-	1248	792.384	21	1.42123	1248	744.148	28	3.83543	1248	726.371	23	5.04754	1248	802.814	119	10.041	1248	785.792	231	16.1775	1248	799.763	192	14.4785	1248	795.981	109	12.8916	1248	805.932	49	5.07445	1248	807.844	48	6.06843
k141_10376_7058_8338_-	1278	841.419	18	1.14721	1278	816.775	18	2.24639	1278	809.274	28	5.51534	1278	868.511	45	3.50981	1278	855.718	119	7.65288	1278	864.15	91	6.3509	1278	880.493	79	8.44661	1278	878.904	49	4.65314	1278	897.419	23	2.61755
k141_10376_8367_9053_-	684	301.038	12	2.13768	684	303.788	6	2.01324	684	315.635	14	7.07055	684	341.459	102	20.2352	684	332.069	108	17.898	684	339.174	83	14.7584	684	322.404	20	5.83998	684	370.607	59	13.2871	684	368.078	57	15.816
k141_10376_9114_9471_-	354	161.376	3	0.996931	354	171.336	0	0	354	177.861	0	0	354	181.108	4	1.49613	354	178.342	7	2.16	354	176.166	5.16898	1.76956	354	167.777	2	1.12222	354	180.534	11	5.08541	354	182.467	17	9.51543
k141_10380_1175_1471_+	291	115.204	0	0	291	121.886	1	0.836301	291	126.501	0	0	291	129.312	1	0.523851	291	128.688	0	0	291	126.486	3	1.43041	291	118.959	4	3.16553	291	128.85	7	4.53426	291	130.417	6	4.69872
k141_10380_1582_3260_+	1671	874.01	40	2.45429	1671	825.507	63	7.7792	1671	827.083	50	9.63676	1671	921.076	97	7.13382	1671	893.715	120	7.38909	1671	910.353	175	11.5934	1671	929.948	158	15.9948	1671	935.856	373	33.2653	1671	950.12	394	42.3526
k141_10380_3339_3620_+	276	105.104	1	0.510226	276	110.862	0	0	276	115.229	0	0	276	117.876	0	0	276	117.317	0	0	276	115.22	1	0.523428	276	108.153	2	1.74089	276	117.724	3	2.12691	276	118.774	1	0.859886
k141_10380_3859_3990_+	129	22.0135	85	207.067	129	20.5805	153	757.794	129	22.5912	158	1114.88	129	23.0741	606	1779.07	129	24.839	1084	2401.62	129	29.1673	825	1705.85	129	24.8428	532	2016.01	129	28.8369	2040	5904.36	129	28.9526	3693	13027.3
k141_10380_4142_6029_+	1884	1281.3	53	2.21823	1884	1230.6	73	6.04674	1884	1185.46	73	9.81628	1884	1271.37	52	2.77062	1884	1242.25	123	5.44886	1884	1271.95	142	6.73291	1884	1306.15	238	17.154	1884	1320.29	325	20.545	1884	1337.13	547	41.7806
k141_10380_449_1117_+	666	450.065	1	0.119154	666	460.806	0	0	666	472.223	0	0	666	476.757	0	0	666	214.936	1	0.256035	666	223.991	2	0.538495	666	223.476	1	0.42126	666	226.948	2	0.735523	666	232.247	1	0.439756
k141_10380_6130_7032_-	900	461.345	6	0.69744	900	440.237	6	1.38925	900	456.245	6	2.09635	900	510.516	8	1.06152	900	493.149	17	1.89705	900	491.678	19	2.33054	900	486.322	28	5.4202	900	501.077	64	10.6602	900	514.69	55	10.9139
k141_10380_7155_8839_+	1680	1115.77	32	1.538	1680	1086.65	49	4.59642	1680	1089.99	15	2.1937	1680	1132.21	17	1.01711	1680	1113.11	46	2.27421	1680	1117.87	47	2.53565	1680	1147.2	91	7.46763	1680	1159.62	83	5.97383	1680	1205.53	51	4.3207
k141_10380_9089_9184_+	93	13.6086	1	3.94065	93	10.8896	0	0	93	13.206	0	0	93	13.5408	0	0	93	16.1049	1	3.41705	93	17.9612	1	3.35774	93	16.7886	1	5.60747	93	18.3885	1	4.53883	93	18.2549	2	11.1896
k141_10389_1252_1822_-	564	344.721	32.1161	4.99618	564	340.569	91.1018	27.267	564	333.529	152.585	72.9273	564	372.409	69.733	12.6842	564	360.862	103.841	15.8357	564	355.701	69.498	11.7834	564	343.431	38.4745	10.5466	564	366.008	48.3541	11.0264	564	372.144	59.2967	16.2735
k141_10389_1_455_+	450	242.819	463.626	102.392	450	255.052	188.343	75.2725	450	263.168	86.5474	52.4241	450	185.31	522.399	190.963	450	262.001	693.591	145.683	450	260.028	552.952	128.248	450	250.85	431.766	162.037	450	266.992	257.435	80.4749	450	269.725	221.412	83.8384
k141_10389_459_755_+	294	117.173	409	187.187	294	124.051	153	125.72	294	128.764	98	121.323	294	131.757	1622	833.916	294	130.919	1751	736.024	294	128.799	1934	905.581	294	121.096	791	614.936	294	131.249	1191	757.37	294	132.695	771	593.421
k141_10389_878_1162_+	282	109.151	6.03936	2.9672	282	115.089	3	2.65706	282	119.764	1	1.33102	282	122.383	5	2.76754	282	121.852	3	1.35487	282	119.761	4	2.01431	282	112.437	7	5.86099	282	122.147	7	4.78309	282	123.354	9	7.45164
k141_10405_1482_2547_-	1059	1070.44	2	0.100195	1059	1027.32	1	0.0992229	1059	1010.11	11	1.73593	1059	1113.06	1	0.0608593	1059	1083.84	3	0.152323	1059	1093.15	1	0.0551699	1059	1055.15	1	0.0892212	1059	869.756	0	0	1059	1144.15	3	0.267795
k141_10405_1_1289_-	1287	1070.21	0	0	1287	831.341	3	0.367839	1287	1092.65	0	0	1287	892.284	4	0.303671	1287	860.424	7	0.447707	1287	875.423	3	0.206674	1287	910.593	7	0.723694	1287	918.893	6	0.544976	1287	935.495	8	0.873396
k141_10405_2554_3492_-	936	758.764	1	0.0706765	936	734.675	11	1.5262	936	725.68	6	1.318	936	823.405	1	0.0822683	936	798.603	2	0.137819	936	807.272	4	0.298829	936	811.349	4	0.464124	936	746.834	0	0	936	846.662	1	0.120629
k141_10405_3568_4385_+	807	590.27	0	0	807	601.099	0	0	807	612.756	0	0	807	617.175	0	0	807	609.612	0	0	807	687.278	1	0.0877507	807	692.354	2	0.271946	807	617.887	0	0	807	621.829	0	0
k141_10405_4581_5603_-	1020	910.652	2	0.117777	1020	906.962	6	0.674338	1020	871.659	3	0.548637	1020	919.929	3	0.220909	1020	910.638	10	0.604314	1020	916.358	14	0.921395	1020	894.558	10	1.05238	1020	919.87	12	1.0888	1020	943.98	10	1.08193
k141_10405_5771_5948_+	174	43.0206	0	0	174	43.0502	0	0	174	45.7791	0	0	174	46.1043	0	0	174	47.5364	0	0	174	49.8138	0	0	174	43.9907	0	0	174	48.5036	1	1.72075	174	49.315	0	0
k141_10405_6026_7076_-	1047	830.207	0	0	1047	840.962	0	0	1047	855.505	1	0.186332	1047	986.425	3	0.206017	1047	944.983	3	0.174705	1047	934.047	4	0.25827	1047	897.149	3	0.314802	1047	973.216	2	0.171519	1047	970.065	3	0.315851
k141_10409_1_263_-	258	93.0349	7	4.03491	258	97.8555	0	0	258	101.982	0	0	258	103.835	0	0	258	103.965	0	0	258	102.204	1.00497	0.593016	258	95.7034	0	0	258	104.15	0	0	258	105.255	0	0
k141_10409_3505_3627_+	120	18.8584	4	11.3746	120	17.2639	0	0	120	19.2458	0	0	120	20.0414	5	16.9001	120	22.0044	1	2.50092	120	26.8554	1	2.2457	120	22.9573	0	0	120	26.6908	0	0	120	26.8186	3	11.4248
k141_10409_353_3280_-	2925	1305.63	140	5.75029	2925	1248.29	19	1.55151	2925	1254.51	12	1.52482	2925	1392	91	4.42842	2925	1356.06	81	3.28712	2925	1379.85	109	4.76408	2925	1391.25	33	2.23301	2925	1426.82	32	1.87185	2925	1445	12	0.848154
k141_10409_3724_4347_-	621	254.592	231	48.6574	621	258.061	18	7.10993	621	268.816	4	2.372	621	323.383	74	15.501	621	290.621	44	8.3317	621	289.612	82	17.0758	621	285.845	21	6.91623	621	311.215	19	5.09547	621	332.327	15	4.60987
k141_10409_4617_4817_-	198	56.1744	6	5.72789	198	57.6339	2	3.53727	198	60.4443	1	2.63727	198	61.7299	10	10.9736	198	62.7074	10	8.77587	198	63.6255	5	4.73939	198	57.4793	1	1.63783	198	63.0691	2	2.6467	198	63.9116	4	6.39209
k141_10409_4824_4958_-	132	23.1204	3	6.95836	132	21.8401	2	9.33451	132	23.8053	1	6.69632	132	24.0377	1	2.81807	132	25.7646	1	2.13592	132	30.1853	1	1.99797	132	25.2845	1	3.7233	132	29.2613	3	8.55695	132	29.6878	0	0
k141_10409_5083_5836_-	747	429.861	48	5.98819	747	413.481	15	3.69787	747	409.128	4	1.55852	747	435.455	15	2.33343	747	426.167	17	2.19522	747	437.331	19	2.62015	747	433.196	13	2.82515	747	445.806	5	0.936087	747	455.055	9	2.01995
k141_10416_1360_2466_-	1104	749.106	3	0.214763	1104	715.429	5	0.712392	1104	701.102	3	0.682103	1104	771.672	22	1.93124	1104	750.777	58	4.25134	1104	753.557	42	3.36137	1104	755.991	57	7.09806	1104	762.89	52	5.68896	1104	778.094	43	5.64415
k141_10416_1_1279_-	1272	832.691	1	0.0644018	1272	1065.96	0	0	1272	800.024	1	0.199254	1272	868.707	7	0.545847	1272	840.649	8	0.523701	1272	850.071	3	0.212838	1272	848.21	16	1.77582	1272	841.577	18	1.78513	1272	868.257	10	1.17629
k141_10416_2646_4037_-	1383	1025.65	6	0.313713	1383	992.189	8	0.821885	1383	969.676	10	1.64393	1383	1090.59	7	0.434791	1383	1072.16	20	1.02654	1383	1109.51	21	1.14149	1383	1113.71	52	4.39556	1383	1157.13	35	2.52451	1383	1207.95	40	3.382
